Period,value,MAGNTUDE,Group,Region,Industry
2013,1346.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2014,1343.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2015,1423.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2016,1435.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2017,1501.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2018,1533.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2019,1596.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2020,1723.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2021,1776.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2022,1960.0,6,"Gross domestic product, by region and industry",Canterbury,"Information Media, Telecommunications and Other Services"
2000,371.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2001,391.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2002,453.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2003,531.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2004,624.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2005,717.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2006,727.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2007,737.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2008,749.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2009,853.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2010,975.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2011,865.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2012,796.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2013,872.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2014,995.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2015,1055.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2016,900.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2017,825.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2018,1141.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2019,1325.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2020,1295.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2021,1364.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2022,1614.0,6,"Gross domestic product, by region and industry",Canterbury,Financial and Insurance Services
2000,712.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2001,750.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2002,815.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2003,912.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2004,1030.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2005,1143.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2006,1311.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2007,1416.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2008,1350.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2009,1490.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2010,1689.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2011,1754.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2012,1896.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2013,1942.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2014,2218.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2015,2254.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2016,2259.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2017,2389.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2018,2425.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2019,2614.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2020,2707.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2021,2729.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2022,2922.0,6,"Gross domestic product, by region and industry",Canterbury,"Rental, Hiring and Real Estate Services"
2000,1052.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2001,1079.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2002,1106.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2003,1171.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2004,1287.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2005,1421.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2006,1521.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2007,1613.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2008,1723.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2009,1719.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2010,1602.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2011,1786.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2012,1910.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2013,2109.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2014,2399.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2015,2625.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2016,2557.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2017,2579.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2018,2599.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2019,2709.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2020,2838.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2021,3035.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2022,3263.0,6,"Gross domestic product, by region and industry",Canterbury,Owner-Occupied Property Operation
2000,668.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2001,685.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2002,758.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2003,796.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2004,881.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2005,1026.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2006,1155.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2007,1310.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2008,1443.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2009,1586.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2010,1649.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2011,1759.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2012,1820.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2013,1983.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2014,2210.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2015,2382.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2016,2513.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2017,2732.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2018,2969.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2019,2964.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2020,3174.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2021,3271.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2022,3644.0,6,"Gross domestic product, by region and industry",Canterbury,"Professional, Scientific, and Technical Services"
2000,261.0,6,"Gross domestic product, by region and industry",Canterbury,Administrative and Support Services
2001,259.0,6,"Gross domestic product, by region and industry",Canterbury,Administrative and Support Services
